drug,field,source_type,source_url,source_excerpt,extracted_by,reviewed_by,confidence
Certolizumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:CERTOLIZUMAB&limit=1,"results[0].boxed_warning -- v1 extracted text: WARNING: SERIOUS INFECTIONS and MALIGNANCY SERIOUS INFECTIONS Patients treated with CIMZIA are at increased risk for developing serious infections that may lead to hospitalization or death [see Warnings and Precautions (5.1) and Adverse Reactions (6.1) ] . Most patients who developed these infections were taking concomitant immunosuppressants such as methotrexate or corticosteroids. CIMZIA should be discontinued if a patient develops a serious infection or sepsis. Reported infections include: Active tuberculosis, including reactivation of latent tuberculosis. Patients with tuberculosis have frequently presented with disseminated or extrapulmonary disease. Patients should be tested for latent tuberculosis before CIMZIA use and during therapy. Treatment for latent infection should be initiated prior to CIMZIA use. Invasive fungal infections, including histoplasmosis, coccidioidomycosis, candidiasis, aspergillosis, blastomycosis, and pneumocystosis. Patients with histoplasmosis or other invasive fungal infections may present with disseminated, rather than localized disease. Antigen and antibody testing for histoplasmosis may be negative in some patients with active infection. Empiric anti-fungal therapy should be considered in patients at risk for invasive fungal infections who develop severe systemic illness. Bacterial, viral and other infections due to opportunistic pathogens, including Legionella and Listeria. The risks and benefits of treatment with CIMZIA should be carefully considered prior to initiating therapy in patients with chronic or recurrent infection. Patients should be closely monitored for the development of signs and symptoms of infection during and after treatment with CIMZIA, including the possible development of tuberculosis in patients who tested negative for latent tuberculosis infection prior to initiating therapy. [see Warnings and Precautions (5.1) and Adverse Reactions (6.1) ]. MALIGNANCY Lymphoma and other malignancies, some fatal, have been reported in children and adolescent patients treated with TNF blockers, of which CIMZIA is a member [see Warnings and Precautions (5.2) ]. WARNING: SERIOUS INFECTIONS and MALIGNANCY See full prescribing information for complete boxed warning. Increased risk of serious infections leading to hospitalization or death including tuberculosis (TB), bacterial sepsis, invasive fungal infections (such as histoplasmosis), and infections due to other opportunistic pathogens ( 5.1 ). CIMZIA should be discontinued if a patient develops a serious infection or sepsis ( 5.1 ). Perform test for latent TB; if positive, start treatment for TB prior to starting CIMZIA ( 5.1 ). Monitor all patients for active TB during treatment, even if initial latent TB test is negative ( 5.1 ) Lymphoma and other malignancies, some fatal, have been reported in children and adolescent patients treated with TNF blockers, of which CIMZIA is a member ( 5.2 ).","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Certolizumab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""CERTOLIZUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=35107, serious=34152, deaths=3708","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Certolizumab,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""CERTOLIZUMAB""","Computed by pulling every individual FAERS report matching this drug's own search_term (CERTOLIZUMAB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 34579/35107 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Certolizumab,purple_book,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table, BLA 125160 (Cimzia), 0 biosimilar(s) on file","fetch_purple_book.py (purplebooksearch.fda.gov live search table, raw staging pass)",,1.0
Certolizumab,applications[125160].regulatory_application,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table: BLA 125160 | Cimzia | certolizumab pegol | 351(a) | UCB, Inc. | first approved 2008-04-22",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Certolizumab,applications[125160].orange_book,needs_extraction,,,,,
Clascoterone,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2abfc28a-6f85-d793-e063-6394a90a9490,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Clascoterone is an androgen receptor inhibitor. The mechanism of action of WINLEVI cream for the topical treatment of acne vulgaris is unknown.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Clascoterone,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:CLASCOTERONE&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Clascoterone,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""CLASCOTERONE""&limit=1","openFDA drug/event.json aggregate: total_reports=11, serious=10, deaths=0","fetch_faers.py (openfda drug/event.json, cycle-9 pass)",,1.0
Clascoterone,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""CLASCOTERONE""","Computed by pulling every individual FAERS report matching this drug's own search_term (CLASCOTERONE) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 11/11 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Clascoterone,purple_book,needs_extraction,,,,,
Clascoterone,applications[213433].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: products.active_ingredients.name=CLASCOTERONE, application_number N213433, brand_name WINLEVI, applicant_full_name SUN PHARMACEUTICAL INDUSTRIES LTD, approval_date 2020-08-26",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Clascoterone,applications[213433].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22CLASCOTERONE%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='CLASCOTERONE'","fetch_orange_book.py (openfda drug/orangebook.json, cycle-9 pass)",,1.0
Clindamycin Phosphate/Benzoyl Peroxide/Adapalene,mechanism_of_action,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:CABTREO&limit=1,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1): ""Clindamycin: Clindamycin is a lincosamide antibacterial. Adapalene: Adapalene binds to specific retinoic acid nuclear receptors but does not bind to cytosolic receptor protein... the significance of these findings with regard to the mechanism of action of adapalene for the treatment of acne is unknown. Benzoyl Peroxide: ... the precise mechanism of action is unknown."" A fixed-dose 3-ingredient combination; only clindamycin's antibacterial class is established, adapalene's and benzoyl peroxide's acne-specific mechanisms are both explicitly stated unknown.",cycle22 one-off build (ctgov_api v2 + openfda_label/orangebook/faers pass); manual full deep extraction,,0.85
Clindamycin Phosphate/Benzoyl Peroxide/Adapalene,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:CABTREO&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, cycle-22 pass); structured by atlas.migrate v1->v2",,1.0
Clindamycin Phosphate/Benzoyl Peroxide/Adapalene,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""CABTREO""&limit=1","openFDA drug/event.json aggregate: total_reports=52, serious=7, deaths=0. Brand term CABTREO (the only real search term for this 3-ingredient fixed combination) has Acne as its clear top real named indication (20/52).","fetch_faers.py (openfda drug/event.json, cycle-22 pass)",,1.0
Clindamycin Phosphate/Benzoyl Peroxide/Adapalene,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""CABTREO""","Computed by pulling every individual FAERS report matching CABTREO and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches CABTREO (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 52/52 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22 pass)",,1.0
Clindamycin Phosphate/Benzoyl Peroxide/Adapalene,purple_book,needs_extraction,,,,,
Clindamycin Phosphate/Benzoyl Peroxide/Adapalene,applications[216632].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,openfda orangebook.json: products.application_number=216632 (CABTREO),atlas.regulatory_applications (registry file fetched 2026-09-07),,1.0
Clindamycin Phosphate/Benzoyl Peroxide/Adapalene,applications[216632].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.application_number%3A216632&limit=10,"openFDA drug/orangebook.json, 1 product row matched on products.application_number='216632'. Carries a real, populated NP (New Product) exclusivity expiring 2026-10-20.","fetch_orange_book.py (openfda drug/orangebook.json, cycle-22 pass, NDA-pinned)",,1.0
Crisaborole,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e5457495-d465-4c0a-a1ea-603c4c5823fb,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Crisaborole is a phosphodiesterase 4 (PDE-4) inhibitor. PDE-4 inhibition results in increased intracellular cyclic adenosine monophosphate (cAMP) levels. The specific mechanism(s) by which crisaborole exerts its therapeutic action for the treatment of atopic dermatitis is not well defined.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Crisaborole,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:CRISABOROLE&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Crisaborole,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""CRISABOROLE""&limit=1","openFDA drug/event.json aggregate: total_reports=176, serious=105, deaths=2","fetch_faers.py (openfda drug/event.json, cycle-7 pass)",,1.0
Crisaborole,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""CRISABOROLE""","Computed by pulling every individual FAERS report matching this drug's own search_term (CRISABOROLE) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 176/176 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Crisaborole,purple_book,needs_extraction,,,,,
Crisaborole,applications[207695].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: products.active_ingredients.name=CRISABOROLE, application_number N207695, brand_name EUCRISA, applicant_full_name ANACOR PHARMACEUTICALS INC, approval_date 2016-12-14",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Crisaborole,applications[207695].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22CRISABOROLE%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='CRISABOROLE'","fetch_orange_book.py (openfda drug/orangebook.json, cycle-7 pass)",,1.0
Delgocitinib,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91c8e409-94b0-45cd-9845-81fa653a271d,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Delgocitinib, a Janus kinase (JAK) inhibitor, inhibits the activity of JAK1, JAK2, JAK3, and tyrosine kinase 2 (TYK2). JAK signaling involves recruitment of signal transducers and activators of transcription (STATs) to cytokine receptors, and activation and subsequent localization of STATs to the nucleus, leading to the expression of cytokine-responsive genes to induce specific biological responses in target cells. The exact mechanism of action of delgocitinib in the treatment of moderate to severe CHE is currently not known.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Delgocitinib,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:DELGOCITINIB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Delgocitinib,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""DELGOCITINIB""&limit=1","openFDA drug/event.json aggregate: total_reports=71, serious=64, deaths=2","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Delgocitinib,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""DELGOCITINIB""","Computed by pulling every individual FAERS report matching this drug's own search_term (DELGOCITINIB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 71/71 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Delgocitinib,purple_book,needs_extraction,,,,,
Delgocitinib,applications[219155].regulatory_application,orange_book,https://api.fda.gov/drug/drugsfda.json,"drugsfda.json: application_number NDA219155, sponsor_name LEO PHARMA AS, product 001 ANZUPGO (DELGOCITINIB 2%, CREAM, TOPICAL), submission ORIG-1 status AP submission_status_date 20250723",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Delgocitinib,applications[219155].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22DELGOCITINIB%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='DELGOCITINIB'","fetch_orange_book.py (openfda drug/orangebook.json, v2 pass)",,1.0
Deucravacitinib,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=73204bef-9921-40ed-9230-ba35953c99c4,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Deucravacitinib is an inhibitor of tyrosine kinase 2 (TYK2). TYK2 is a member of the Janus kinase (JAK) family. Deucravacitinib binds to the regulatory domain of TYK2, stabilizing an inhibitory interaction between the regulatory and the catalytic domains of the enzyme. This results in allosteric inhibition of receptor-mediated activation of TYK2 and its downstream activation of Signal Transducers and Activators of Transcription (STATs) as shown in cell-based assays. JAK kinases, including TYK2, function as pairs of homo- or heterodimers in the JAK-STAT pathways. TYK2 pairs with JAK1 to mediate multiple cytokine pathways and also pairs with JAK2 to transmit signals as shown in cell-based assays. The precise mechanism linking inhibition of TYK2 enzyme to treatment of moderate-to-severe plaque psoriasis or active psoriatric arthritis is not currently known.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Deucravacitinib,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:DEUCRAVACITINIB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Deucravacitinib,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""DEUCRAVACITINIB""&limit=1","openFDA drug/event.json aggregate: total_reports=98, serious=56, deaths=2","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Deucravacitinib,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""DEUCRAVACITINIB""","Computed by pulling every individual FAERS report matching this drug's own search_term (DEUCRAVACITINIB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 98/98 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Deucravacitinib,purple_book,needs_extraction,,,,,
Deucravacitinib,applications[214958].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openFDA drug/orangebook.json: DEUCRAVACITINIB application N214958, brand SOTYKTU, applicant BRISTOL, approved 2022-09-09",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Deucravacitinib,applications[214958].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22DEUCRAVACITINIB%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='DEUCRAVACITINIB'","fetch_orange_book.py (openfda drug/orangebook.json, v2 pass)",,1.0
Deuruxolitinib,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=606e15f1-063b-40c2-84a3-142272020d64,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Deuruxolitinib is a Janus kinase (JAK) inhibitor. JAKs mediate the signaling of a number of cytokines and growth factors that are important for hematopoiesis and immune function. JAK signaling involves recruitment of STATs (signal transducers and activators of transcription) to cytokine receptors, activation and subsequent localization of STATs to the nucleus leading to modulation of gene expression. In an in vitro kinase activity assay, deuruxolitinib had greater inhibitory potency for JAK1, JAK2 and TYK2 relative to JAK3. The relevance of inhibition of JAK enzymes to therapeutic effectiveness is not currently known.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Deuruxolitinib,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:DEURUXOLITINIB&limit=1,"results[0].boxed_warning -- v1 extracted text: WARNING: SERIOUS INFECTIONS, MORTALITY, MALIGNANCY, MAJOR ADVERSE CARDIOVASCULAR EVENTS, AND THROMBOSIS Increased risk of serious bacterial, fungal, viral and opportunistic infections, including tuberculosis (TB), that may lead to hospitalization or death. Interrupt treatment with LEQSELVI if a serious infection occurs until the infection is controlled. LEQSELVI treatment is not recommended in patients with active tuberculosis. Test for latent TB before and during therapy; treat latent TB prior to use. Monitor all patients for active TB during treatment, even patients with initial negative, latent TB test. ( 5.1 ) Higher rate of all-cause mortality, including sudden cardiovascular death, was observed with another Janus kinase (JAK) inhibitor vs. TNF blockers in rheumatoid arthritis (RA) patients. LEQSELVI is not approved for use in RA patients. ( 5.2 ) Malignancies were reported in patients treated with LEQSELVI. Higher rate of lymphomas and lung cancers was observed with another JAK inhibitor vs. TNF blockers in RA patients. ( 5.3 ) Higher rate of major adverse cardiovascular events (MACE) (defined as cardiovascular death, myocardial infarction, and stroke) was observed with another JAK inhibitor vs. TNF blockers in RA patients. ( 5.4 ) Thrombosis, including cerebral venous sinus thrombosis (CVT), deep vein thrombosis (DVT) and pulmonary embolism (PE) have been reported in patients treated with LEQSELVI. Increased incidence of pulmonary embolism, venous and arterial thrombosis was observed with another JAK inhibitor vs. TNF blockers. ( 5.5 ) WARNING: SERIOUS INFECTIONS, MORTALITY, MALIGNANCY, MAJOR ADVERSE CARDIOVASCULAR EVENTS (MACE) and THROMBOSIS See full prescribing information for complete boxed warning. Increased risk of serious bacterial, fungal, viral and opportunistic infections including tuberculosis (TB), that may lead to hospitalization or death. Interrupt treatment with LEQSELVI if a serious infection occurs until the infection is controlled. Test for latent TB before and during therapy; treat latent TB prior to use. Monitor all patients for active TB during treatment, even patients with initial negative, latent TB test. ( 5.1 ) Higher rate of all-cause mortality, including sudden cardiovascular death with another Janus kinase inhibitor (JAK) vs. TNF blockers in rheumatoid arthritis (RA) patients. LEQSELVI is not approved for use in RA patients. ( 5.2 ) Malignancies have occurred in patients treated with LEQSELVI. Higher rate of lymphomas and lung cancers with another JAK inhibitor vs. TNF blockers in RA patients. ( 5.3 ) Higher rate of MACE (defined as cardiovascular death, myocardial infarction, and stroke) with another Janus kinase inhibitor (JAK) vs. TNF blockers in rheumatoid arthritis (RA) patients. ( 5.4 ) Thrombosis has occurred in patients treated with LEQSELVI. Increased incidence of pulmonary embolism, venous and arterial thrombosis with another JAK inhibitor vs. TNF blockers. ( 5.5 )","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Deuruxolitinib,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""DEURUXOLITINIB""&limit=1","openFDA drug/event.json aggregate: total_reports=1, serious=0, deaths=0","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Deuruxolitinib,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""DEURUXOLITINIB""","Computed by pulling every individual FAERS report matching this drug's own search_term (DEURUXOLITINIB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 1/1 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Deuruxolitinib,purple_book,needs_extraction,,,,,
Deuruxolitinib,applications[217900].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openFDA drug/orangebook.json: DEURUXOLITINIB application N217900, brand LEQSELVI, applicant SUN PHARM INDS INC, approved 2024-07-25",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Deuruxolitinib,applications[217900].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22DEURUXOLITINIB%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='DEURUXOLITINIB'","fetch_orange_book.py (openfda drug/orangebook.json, v2 pass)",,1.0
Difamilast,mechanism_of_action,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.generic_name:difamilast&limit=1,"Section 12.1 Mechanism of Action -- full text: ""Difamilast is an inhibitor of phosphodiesterase-4 (PDE-4). Difamilast's inhibition of PDE-4 (a major cyclic adenosine monophosphate (AMP)-metabolizing enzyme) activity leads to accumulation of intracellular cyclic AMP and decreased productions of various cytokines and chemokines. However, the specific mechanism(s) by which difamilast exerts its therapeutic action is not well defined."" PDE-4 is an enzyme, not a kinase or cell-surface receptor, so recorded under binding_targets rather than kinases_inhibited/receptor_subunits; the label names no specific cytokines/chemokines, so pathway_cytokines is left empty rather than guessed.",cycle19 one-off build (ctgov_api v2 + openfda_label/orangebook/faers pass); manual full deep extraction,,0.9
Difamilast,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.generic_name:difamilast&limit=1,"results[0].keys() checked directly: no 'boxed_warning' key present at all in the label JSON (the same genuinely-absent-key shape already established for Xeglyze/Zelsuvmi, not a null value) -- confirmed absent, not unchecked.",cycle19 one-off build (ctgov_api v2 + openfda_label/orangebook/faers pass); manual full deep extraction,,1.0
Difamilast,faers_summary,openfda_faers,https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:%22DIFAMILAST%22&limit=1,"openFDA drug/event.json aggregate for ""DIFAMILAST"": total_reports=3, serious=2, deaths=0, hospitalizations=1. Ran the atlas's standard drugindication count check before accepting the generic term (per AGENTS.md's Qbrexza/Glycopyrronium and Xepi/Ozenoxacin precedent): top drugindication terms are ""Dermatitis atopic"" (2 of 3 reports) and ""Product used for unknown indication"" (1) -- a clean, on-label term, no brand-name (""ADQUEY"", 0 reports, expected for a drug approved ~7 months before this pull) retry needed. A genuinely small, real-world-report volume consistent with a drug 7 months post-approval, not a search-term artifact.",cycle19 one-off build (ctgov_api v2 + openfda_label/orangebook/faers pass); manual full deep extraction,,1.0
Difamilast,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""DIFAMILAST""","Computed by pulling every individual FAERS report matching this drug's own search_term (DIFAMILAST) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 3/3 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Difamilast,purple_book,needs_extraction,,,,,
Difamilast,applications[219474].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name:%22DIFAMILAST%22&limit=100,"openFDA drug/orangebook.json: products.active_ingredients.name=DIFAMILAST, application_number N219474 (ADQUEY), applicant_full_name ACROTECH BIOPHARMA INC, approval_date 2026-02-12. drug/drugsfda.json cross-check: sponsor_name ACROTECH BIOPHARMA, submissions=[ORIG 1, TYPE 1 New Molecular Entity, status AP, status_date 2026-02-12] -- an original NDA approval, not a supplement, and originally developed by Otsuka Pharmaceutical (OPA-15406) before Acrotech acquired US commercial rights, the same sponsor-vs-trial-sponsor licensing-change pattern as Spesolimab/LEO Pharma.",cycle19 one-off build (ctgov_api v2 + openfda_label/orangebook/faers pass); manual full deep extraction,,1.0
Difamilast,applications[219474].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name:%22DIFAMILAST%22&limit=100,"openFDA drug/orangebook.json, 1 product row matched on products.active_ingredients.name='DIFAMILAST' -- no ingredient-name collision, no application_number pin needed (unlike Ruxolitinib/Roflumilast/Ivermectin). NCE (New Chemical Entity) exclusivity to 2031-02-12; substance+product patent 10588893 to 2036-12-31 and reissue patent RE46792 (use code U-4445) to 2028-03-01.",cycle19 one-off build (ctgov_api v2 + openfda_label/orangebook/faers pass); manual full deep extraction,,1.0
Dupilumab,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=06b9c64b-52b1-490b-b118-bd079e69264e,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Dupilumab is a human monoclonal IgG4 antibody that inhibits interleukin-4 (IL-4) and interleukin-13 (IL-13) signaling by specifically binding to the IL-4Rα subunit shared by the IL-4 and IL-13 receptor complexes. Dupilumab inhibits IL-4 signaling via the Type I receptor and both IL-4 and IL-13 signaling through the Type II receptor. Inflammation driven by IL-4 and IL-13 is an important component in the pathogenesis of asthma, AD, CRSwNP, EoE, PN, COPD, CSU, BP, and AFRS. Multiple cell types that express IL-4Rα (e.g., mast cells, basophils, eosinophils, macrophages, lymphocytes, epithelial cells, goblet cells) and inflammatory mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines, chemokines) are involved in inflammation. Blocking IL-4Rα with dupilumab inhibits IL-4 and IL-13 cytokine-induced inflammatory responses, including the release of proinflammatory cytokines, chemokines, nitric oxide, and IgE. The mechanism of dupilumab action has not been definitively established.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Dupilumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:DUPILUMAB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Dupilumab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""DUPILUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=13441, serious=6179, deaths=324","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
